Volcano Name	VNUM	Latitude	Longitude	Region	Sub-region	Volcano Type	Unit name	Eruption start day	Eruption start month	Eruption start year	Year BP	Date Error	Dating technique	Date quality	Alternate values	Citation	Tephra fall deposit volume	Qualifier	Error	Alternate values	Citation	Tephra fall DRE volume	Qualifier	Error	Quality	Alternate values	Citation	Ignimbrite deposit volume	Qualifier	Error	Quality	Alternate values	Citation	Ignimbrite DRE volume	Qualifier	Error	Quality	Alternate values	Citation	Primary intra caldera deposit volume	Qualifier	Error	Quality	Alternate values	Citation	Primary intra caldera DRE volume	Qualifier	Error	Quality	Alternate values	Citation	Bulk deposit volume	Qualifier	Error	Quality	Alternate values	Citation	Bulk DRE volume	Qualifier	Error	Quality	Alternate values	Citation	Magma Type	Magma Density	Magnitude	Qualifier	Derivation	Alternate values	Citation	VEI	Qualifier	Derivation	Alternate values	Citation	Column height Min	Citation	Column height Max	Citation	Column height Average	Citation	Alternate values	Intensity Min	Citation	Intensity Max	Citation	Intensity Average	Citation	Alternate values
Akagi	283130	36.557	139.196	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Namegawa 2 (Nm-2)				63000		Not Available	Low quality	No	Hayakawa (2009)																																				2.9			1	No	Suzuki (1996)	0.7			1	No	Suzuki (1996)	Not Available		5.3		Literature	No	Hayakawa (2009)	5		Literature	No	Smithsonian Pleistocene Database							No							No
Akagi	283130	36.557	139.196	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Mizunuma 1 (Mz-1) (MzP1)				68000		Not Available	Low quality	No	Hayakawa (2009)																																				2.6			1	No	Suzuki (1996)	0.62			1	No	Suzuki (1996)	Not Available		5.3		Literature	No	Hayakawa (2009)	5		Literature	No	Smithsonian Pleistocene Database							No							No
Akagi	283130	36.557	139.196	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Mizunuma 1 (Mz-1) (MzP1)				68000		Not Available	Low quality	No	Hayakawa (2009)																																				2.6			1	No	Smithsonian Pleistocene Database	0.62			1	No	Suzuki (1996)	Not Available		5.3		Literature	No	Hayakawa (2009)	5		Literature	No	Smithsonian Pleistocene Database							No							No
Akagi	283130	36.557	139.196	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Mizunuma 2 (Mz-2) (MzP2)				70000		Not Available	Not Entered	No	Hayakawa (2009)																																				1.2			1	No	Suzuki (1996)	0.38			1	No	Suzuki (1996)	Not Available		4.9		Literature	No	Hayakawa (2009)	4		Calculated	No								No							No
Akagi	283130	36.557	139.196	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	"Okkai Pumice (OP, Ag-Ok)"				75000		Not Available	No information	No	Hayakawa (2009)																																				3.9			1	No	Suzuki (1996)	0.94			1	No	Suzuki (1996)	Not Available		5.4		Literature	No	Hayakawa (2009)	5		Literature	No	Smithsonian Pleistocene Database							No							No
Akagi	283130	36.557	139.196	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Mizunuma 4 (Mz-4)(MzP4)				79000		Not Available	Low quality	No	Hayakawa (2009)																																				0.7			1	No	Suzuki (1996)	0.17			1	No	Suzuki (1996)	Not Available		5		Literature	No	Hayakawa (2009)	5		Calculated	No								No							No
Akagi	283130	36.557	139.196	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Mizunuma 5 (Mz5)				82000		Not Available	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No		Not Available		5		Literature	No	Hayakawa (2009)	5		Calculated	No								No							No
Akagi	283130	36.557	139.196	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Nagai 2 nuee ardente				85000		Not Available	No information	No	Hayakawa (2009)																																				0.1	>=		0	No		0.04	>=		0	No				4		Literature	No	Hayakawa (2009)	4		Calculated	No								No							No
Akagi	283130	36.557	139.196	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Nagai 1 nuee ardente				89000		Not Available	No information	No	Hayakawa (2009)																																				0.1	>=		0	No		0.04	>=		0	No				4		Literature	No	Hayakawa (2009)	4		Calculated	No								No							No
Akagi	283130	36.557	139.196	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Mizunuma 6 (Mz-6)(MzP6)				96400		Not Available	Not Entered	No	Hayakawa (2009)																																				3.1			1	No	Smithsonian Pleistocene Database	0.75			1	No	Suzuki (1996)	Not Available		5.3		Literature	No	Hayakawa (2009)	5		Literature	No	Smithsonian Pleistocene Database							No							No
Akagi	283130	36.557	139.196	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Mizunuma 6 (Mz-6)(MzP6)				96400		Not Available	Not Entered	No	Hayakawa (2009)																																				3.1			1	No	Suzuki (1996)	0.75			1	No	Suzuki (1996)	Not Available		5.3		Literature	No	Hayakawa (2009)	5		Literature	No	Smithsonian Pleistocene Database							No							No
Akagi	283130	36.557	139.196	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Mizunuma 7 (Mz-7)				99100		Not Available	Low quality	No	Hayakawa (2009)																																				0.1	>=		0	No		0.04	>=		0	No		Not Available		4		Literature	No	Hayakawa (2009)	4		Calculated	No								No							No
Akagi	283130	36.557	139.196	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Mizunuma 8a (Mz-8a)				106000		Not Available	Low quality	No	Hayakawa (2009)																																				0.1	>=		0	No		0.04	>=		0	No		Not Available		4		Literature	No	Hayakawa (2009)	4		Calculated	No								No							No
Akagi	283130	36.557	139.196	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Mizunuma 9/10 (Mz-9/10)				114300		Not Available	Low quality	No	Hayakawa (2009)																																				2			1	No	Smithsonian Pleistocene Database	0.48			1	No	Suzuki (1996)	Not Available		5.1		Literature	No	Hayakawa (2009)	5		Literature	No	Smithsonian Pleistocene Database							No							No
Akagi	283130	36.557	139.196	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Mizunuma 9/10 (Mz-9/10)				114300		Not Available	Low quality	No	Hayakawa (2009)																																				2			1	No	Suzuki (1996)	0.48			1	No	Suzuki (1996)	Not Available		5.1		Literature	No	Hayakawa (2009)	5		Literature	No	Smithsonian Pleistocene Database							No							No
Akagi	283130	36.557	139.196	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Omama ignimbrite				124900		Not Available	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No		Not Available		5		Literature	No	Hayakawa (2009)	5		Calculated	No								No							No
Akagi	283130	36.557	139.196	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Fujimi				132700		Not Available	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No		Not Available		5		Literature	No	Hayakawa (2009)	5		Calculated	No								No							No
Akagi	283130	36.557	139.196	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Tsukuda ignimbrite				161300		Not Available	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No		Not Available		5		Literature	No	Hayakawa (2009)	5		Calculated	No								No							No
Akaigawa	285810	43.08333333	140.8166667	"Japan, Taiwan, Marianas"	Hokkaido	Not Available																																																																												No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	"Me-Akan, Akanfuji (AS-7 Tephra)"			-50	2000		Radiocarbon (corrected)	Not Entered	No	SI																																				1			1	No	Volcanology Society of Japan	0.4			1	No		Basalt-Andesite		4.3		Literature	No	Hayakawa (2009)	4		Calculated	No								No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	"Me-Akan, Akanfuji (AS-7 Tephra)"			-50	2000		Radiocarbon (corrected)	Not Entered	No	Hayakawa (2009)																																				1			1	No	Volcanology Society of Japan	0.4			1	No		Basalt-Andesite		4.3		Literature	No	Hayakawa (2009)	4		Calculated	No								No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	"Me-Akan, Akanfuji (AS-7 Tephra)"			-50	2000		Radiocarbon (corrected)	Not Entered	No	Geological Survey of Japan (2006)																																				1			1	No	Volcanology Society of Japan	0.4			1	No		Basalt-Andesite		4.3		Literature	No	Hayakawa (2009)	4		Calculated	No								No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Me-Akan Nakamachineshiri II				9000		Radiocarbon and stratigraphy	No information	No	Geological Survey of Japan (2006)												0.1			0	No	Geological Survey of Japan (2006)	0.04			0	No	Geological Survey of Japan (2006)													0.1			0	No	Geological Survey of Japan (2006)	0.04			0	No	Geological Survey of Japan (2006)	Andesite-Dacite		4		Literature	No	Geological Survey of Japan (2006)	4		Literature	No	Geological Survey of Japan (2006)							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Me-Akan Nakamachineshiri II				9000		Radiocarbon and stratigraphy	No information	No	Geological Survey of Japan (2006)												0.1			0	No	Geological Survey of Japan (2006)	0.04			0	No	Geological Survey of Japan (2006)													0.1			0	No	Geological Survey of Japan (2006)	0.04			0	No	Geological Survey of Japan (2006)	Andesite-Dacite		4		Literature	No	Geological Survey of Japan (2006)	4		Literature	No	SI							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Me-Akan Nakamachineshiri I				13000		Radiocarbon and stratigraphy	Not Entered	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No				5.3		Literature	No	Hayakawa (2009)	5		Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Me-Akan Nakamachineshiri I				13000		Radiocarbon and stratigraphy	Not Entered	No	Smithsonian Pleistocene Database																																				1	>=		0	No		0.4	>=		0	No				5.3		Literature	No	Hayakawa (2009)	5		Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-1 (Ak1)				170000		Stratigraphy	Low quality	No	Smithsonian Pleistocene Database																																				10	>=		0	No		4	>=		0	No				6		Literature	No	Hayakawa (2009)	6	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-1 (Ak1)				170000		Stratigraphy	Low quality	No	Hayakawa (2009)																																				10	>=		0	No		4	>=		0	No				6		Literature	No	Hayakawa (2009)	6	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-2 (Ak2)				200000		Stratigraphy	Low quality	No	Smithsonian Pleistocene Database																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-2 (Ak2)				200000		Stratigraphy	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-3 (Ak3)				500000		Stratigraphy	Low quality	No	Smithsonian Pleistocene Database																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-3 (Ak3)				500000		Stratigraphy	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Caldera formation				570000		Not Available	Low quality	No	Volcanology Society of Japan												100			?	No	Decker (1990)	43.48			1	No														100			1	No	Decker (1990)	43			1	No		Dacite-Rhyolite		7		Calculated	No		7		Literature	No	Decker (1990)							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-4 (Ak4)				600000		Stratigraphy	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-4 (Ak4)				600000		Stratigraphy	Low quality	No	Smithsonian Pleistocene Database																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-5 (Ak5)				650000		Stratigraphy	Low quality	No	Smithsonian Pleistocene Database																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-5 (Ak5)				650000		Stratigraphy	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-6 (Ak6)				750000		Stratigraphy	Low quality	No	Smithsonian Pleistocene Database																																				1	>=		0	No		0.4	>=		0	No				5.6		Literature	No	Hayakawa (2009)	5		Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-6 (Ak6)				750000		Stratigraphy	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No				5.6		Literature	No	Hayakawa (2009)	5		Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-7 (Ak7)				800000		Stratigraphy	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No				5.8		Literature	No	Hayakawa (2009)	5		Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-7 (Ak7)				800000		Stratigraphy	Low quality	No	Smithsonian Pleistocene Database																																				1	>=		0	No		0.4	>=		0	No				5.8		Literature	No	Hayakawa (2009)	5		Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-8 (Ak8)				900000		Stratigraphy	Low quality	No	Smithsonian Pleistocene Database																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-8 (Ak8)				900000		Stratigraphy	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-9 (Ak9)				950000		Stratigraphy	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-9 (Ak9)				950000		Stratigraphy	Low quality	No	Smithsonian Pleistocene Database																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-10 (Ak10)				1050000		Stratigraphy	Low quality	No	Smithsonian Pleistocene Database																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-10 (Ak10)				1050000		Stratigraphy	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-11 (Ak11)				1100000		Stratigraphy	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No				5.5		Literature	No	Hayakawa (2009)	5		Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-11 (Ak11)				1100000		Stratigraphy	Low quality	No	Smithsonian Pleistocene Database																																				1	>=		0	No		0.4	>=		0	No				5.5		Literature	No	Hayakawa (2009)	5		Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-12 (Ak12)				1150000		Stratigraphy	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-12 (Ak12)				1150000		Stratigraphy	Low quality	No	Smithsonian Pleistocene Database																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-13 (Ak13)				1200000		Stratigraphy	Low quality	No	Smithsonian Pleistocene Database																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-13 (Ak13)				1200000		Stratigraphy	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-14 (Ak14)				1250000		Stratigraphy	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-14 (Ak14)				1250000		Stratigraphy	Low quality	No	Smithsonian Pleistocene Database																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-15 (Ak15)				1300000		Stratigraphy	Low quality	No	Smithsonian Pleistocene Database																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-15 (Ak15)				1300000		Stratigraphy	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-16 (Ak16)				1350000		Stratigraphy	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-16 (Ak16)				1350000		Stratigraphy	Low quality	No	Smithsonian Pleistocene Database																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-17 (Ak17)				1400000		Stratigraphy	Low quality	No	Smithsonian Pleistocene Database																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akan	285070	43.384	144.013	"Japan, Taiwan, Marianas"	Hokkaido	Caldera(s)	Akan-17 (Ak17)				1400000		Stratigraphy	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No				5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Akhtang	300320	55.43333333	158.65	Kamchatka and Mainland Asia	Kamchatka Peninsula	Shield volcano(es)																																																																												No							No
Akita-Komaga-take	283230	39.758	140.803	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Horikiri tephra layer (AK-8)			-7850	9800		Radiocarbon (corrected)	Medium quality	No	SI	0.13			No	Geological Survey of Japan (2006)	0.05			?	No	Geological Survey of Japan (2006)																									0.13			?	No	Geological Survey of Japan (2006)	0.05			?	No	Geological Survey of Japan (2006)	Andesite		4		Literature	Yes	Hayakawa (2009)	4		Literature	No	SI							No							No
Akita-Komaga-take	283230	39.758	140.803	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Horikiri tephra layer (AK-8)			-7850	9800		Radiocarbon (corrected)	Medium quality	No	SI	0.13			No	Geological Survey of Japan (2006)	0.05			?	No	Geological Survey of Japan (2006)																									0.13			?	No	SI	0.05			?	No	Geological Survey of Japan (2006)	Andesite		4		Literature	Yes	Hayakawa (2009)	4		Literature	No	Geological Survey of Japan (2006)							No							No
Akita-Komaga-take	283230	39.758	140.803	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Horikiri tephra layer (AK-8)			-7850	9800		Radiocarbon (corrected)	Medium quality	No	SI	0.13			No	Geological Survey of Japan (2006)	0.05			?	No	Geological Survey of Japan (2006)																									0.13			?	No	Geological Survey of Japan (2006)	0.05			?	No	Geological Survey of Japan (2006)	Andesite		4		Literature	Yes	Hayakawa (2009)	4		Literature	No	Geological Survey of Japan (2006)							No							No
Akita-Komaga-take	283230	39.758	140.803	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	Horikiri tephra layer (AK-8)			-7850	9800		Radiocarbon (corrected)	Medium quality	No	SI	0.13			No	Geological Survey of Japan (2006)	0.05			?	No	Geological Survey of Japan (2006)																									0.13			?	No	SI	0.05			?	No	Geological Survey of Japan (2006)	Andesite		4		Literature	Yes	Hayakawa (2009)	4		Literature	No	SI							No							No
